employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,phoneNum
Ginger Lana Watts,GLW0278,Ginger.Lana.Watts@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13033818728
Kathleen Molly Hunter,KMH0307,Kathleen.Molly.Hunter@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13020982794
Melissa Zelenia Lindsey,MZL0458,Melissa.Zelenia.Lindsey@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13026453487
Chandler Erasmus Bradford,CEB0158,Chandler.Erasmus.Bradford@dtaa.com,AdministrativeAssistant,1,SalesAndMarketing,Sales,,Perry Reese Morton,13023431381
Avram Nasim Roach,ANR0792,Avram.Nasim.Roach@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13002775815
Walter Moses Noble,WMN0451,Walter.Moses.Noble@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13008344751
Lila Brooke Mann,LBM0101,Lila.Brooke.Mann@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13014257868
Lars Kenyon Harding,LKH0870,Lars.Kenyon.Harding@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13001088044
Jane Amela Richards,JAR0172,Jane.Amela.Richards@dtaa.com,AdministrativeAssistant,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13058595587
Dorian Samson Randall,DSR0228,Dorian.Samson.Randall@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13047266621
Nichole Maisie Leach,NML0829,Nichole.Maisie.Leach@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13004195617
Gareth Galvin Hendricks,GGH0657,Gareth.Galvin.Hendricks@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Gabriel Camden Joseph,13066797670
Clinton Quinn Cameron,CQC0853,Clinton.Quinn.Cameron@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13021501955
Lev Baxter Cabrera,LBC0918,Lev.Baxter.Cabrera@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13073123213
Ira Jared Mckenzie,IJM0436,Ira.Jared.Mckenzie@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13020810475
Kyle Troy Hull,KTH0256,Kyle.Troy.Hull@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13096123290
Kendall Imani Lancaster,KIL0618,Kendall.Imani.Lancaster@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13015291086
Elmo Dale Patterson,EDP0470,Elmo.Dale.Patterson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13088376347
Cyrus Macaulay Middleton,CMM0300,Cyrus.Macaulay.Middleton@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13060130210
Harper Herrod Baldwin,HHB0090,Harper.Herrod.Baldwin@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13078941792
Octavia Claudia Bell,OCB0146,Octavia.Claudia.Bell@dtaa.com,AdministrativeStaff,1,Finance,Payroll,,Fay Tatum Pierce,13002350702
Burton Isaiah Blevins,BIB0407,Burton.Isaiah.Blevins@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13016760420
Norman Leo Pierce,NLP0555,Norman.Leo.Pierce@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13043157850
Chaney Amir Ross,CAR0784,Chaney.Amir.Ross@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13084626984
Britanni Josephine Garrett,BJG0097,Britanni.Josephine.Garrett@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13059411535
Diana Alea Dominguez,DAD0916,Diana.Alea.Dominguez@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13054670807
Odysseus Plato Reeves,OPR0416,Odysseus.Plato.Reeves@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13018146731
Xander Byron Walter,XBW0181,Xander.Byron.Walter@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13003717482
Quintessa Kaye Walter,QKW0826,Quintessa.Kaye.Walter@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13067041684
Macy Imani Mclean,MIM0352,Macy.Imani.Mclean@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13083404779
Warren Louis Mayo,WLM0720,Warren.Louis.Mayo@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13031677672
Ina Meredith Burnett,IMB0459,Ina.Meredith.Burnett@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13016245999
Wendy Stacy Norman,WSN0932,Wendy.Stacy.Norman@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13004646543
Jaime Blaine Robbins,JBR0333,Jaime.Blaine.Robbins@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13071633934
Buffy Imogene Robles,BIR0678,Buffy.Imogene.Robles@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13000615397
Ivory Ann Shelton,IAS0296,Ivory.Ann.Shelton@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13011406582
Ezra Reuben Warner,ERW0745,Ezra.Reuben.Warner@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13060183860
Lee Yen Frazier,LYF0587,Lee.Yen.Frazier@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13074253215
Melanie Iris Kaufman,MIK0681,Melanie.Iris.Kaufman@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13055557473
Jane Odessa Mccullough,JOM0175,Jane.Odessa.Mccullough@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13081253702
Lane Jonathan Bridges,LJB0106,Lane.Jonathan.Bridges@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13007514778
Cora Rose Graves,CRG0324,Cora.Rose.Graves@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13046186948
Gisela Eleanor Carroll,GEC0280,Gisela.Eleanor.Carroll@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13009292235
Magee Kane Delgado,MKD0730,Magee.Kane.Delgado@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13097952465
Ivan Avram Hanson,IAH0365,Ivan.Avram.Hanson@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13093530909
Jackson Theodore Sharp,JTS0619,Jackson.Theodore.Sharp@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13099048497
Meredith Carly Richardson,MCR0951,Meredith.Carly.Richardson@dtaa.com,TechnicalTrainer,1,Adminstration,Training,,Sharon Montana Barnett,13066020614
Amelia Justina Horn,AJH0410,Amelia.Justina.Horn@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13030309038
Robert Cooper Holloway,RCH0842,Robert.Cooper.Holloway@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13028333584
Joel Brenden Vasquez,JBV0604,Joel.Brenden.Vasquez@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13089954580
Britanney Willa Wallace,BWW0834,Britanney.Willa.Wallace@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13072524802
George Rahim Cross,GRC0025,George.Rahim.Cross@dtaa.com,ComputerTrainer,1,Adminstration,Training,,Sharon Montana Barnett,13022099549
Bell Zoe Terry,BZT0160,Bell.Zoe.Terry@dtaa.com,AdministrativeAssistant,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13043726457
Cynthia Blythe Jenkins,CBJ0373,Cynthia.Blythe.Jenkins@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13077113938
Mariko Zephr Page,MZP0236,Mariko.Zephr.Page@dtaa.com,MechanicalEngineer,1,ResearchAndEngineering,Engineering,MechanicalEngineering,Benjamin Gannon Rodriquez,13076796645
Warren Bruno Yang,WBY0542,Warren.Bruno.Yang@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13087146795
Olga Jane Bonner,OJB0082,Olga.Jane.Bonner@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13051927520
Lawrence Mark Harrington,LMH0724,Lawrence.Mark.Harrington@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13059634751
Tad Gabriel Mays,TGM0589,Tad.Gabriel.Mays@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13007071231
Germaine Cameran Irwin,GCI0248,Germaine.Cameran.Irwin@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13024344567
Blaine Nora Brown,BNB0478,Blaine.Nora.Brown@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13005289968
Donna Carissa Herrera,DCH0627,Donna.Carissa.Herrera@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13076435873
Laith Dante Forbes,LDF0262,Laith.Dante.Forbes@dtaa.com,ComputerScientist,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13007905247
Natalie Kendall Riggs,NKR0864,Natalie.Kendall.Riggs@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13060885735
Barbara Jamalia Hahn,BJH0243,Barbara.Jamalia.Hahn@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,ElectricalEngineering,Jolene Martha Blake,13055754762
Honorato Salvador Morris,HSM0733,Honorato.Salvador.Morris@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13007457859
Sade Lavinia Colon,SLC0113,Sade.Lavinia.Colon@dtaa.com,AdministrativeAssistant,1,Manufacturing,IndustrialEngineering,,Desiree Claudia Booth,13092859210
Francesca Aimee Mendoza,FAM0455,Francesca.Aimee.Mendoza@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13073008983
Hiram Sawyer Sykes,HSS0018,Hiram.Sawyer.Sykes@dtaa.com,HumanResourceSpecialist,1,Adminstration,Personnel,,Benjamin Griffin Mclaughlin,13049579644
Timothy Deacon Bates,TDB0268,Timothy.Deacon.Bates@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13054569518
Ciara Wynne Acevedo,CWA0310,Ciara.Wynne.Acevedo@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13024196958
Joan Fiona Mercer,JFM0703,Joan.Fiona.Mercer@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13010874723
Marny Scarlett Dean,MSD0674,Marny.Scarlett.Dean@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13039980601
Guy Quamar Griffin,GQG0464,Guy.Quamar.Griffin@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13084850246
Octavia Ella Murray,OEM0048,Octavia.Ella.Murray@dtaa.com,Scientist,1,ResearchAndEngineering,Research,,Jena Vanna White,13030132796
Uriel Kermit Wall,UKW0675,Uriel.Kermit.Wall@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13034142622
Hamilton Donovan Waller,HDW0495,Hamilton.Donovan.Waller@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13041791822
Taylor Brady House,TBH0308,Taylor.Brady.House@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13082861002
Kaden Tarik Giles,KTG0001,Kaden.Tarik.Giles@dtaa.com,President,1,,,,,13039793825
Garrett Armando Porter,GAP0417,Garrett.Armando.Porter@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13085179564
Eden Ahmed Fitzgerald,EAF0790,Eden.Ahmed.Fitzgerald@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13097104639
Quon Rana Flynn,QRF0629,Quon.Rana.Flynn@dtaa.com,LabManager,1,ResearchAndEngineering,Research,Lab,Jena Vanna White,13063153342
Jolene Cameron Jacobs,JCJ0477,Jolene.Cameron.Jacobs@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13054087355
Venus Bethany Macdonald,VBM0960,Venus.Bethany.Macdonald@dtaa.com,IndustrialEngineer,1,Manufacturing,IndustrialEngineering,,Desiree Claudia Booth,13001444732
Sage Hanae Long,SHL0395,Sage.Hanae.Long@dtaa.com,TestEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Edan Quinn Randolph,13067914652
Albert Colt Wiggins,ACW0546,Albert.Colt.Wiggins@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13065676924
Bo Mira Dillard,BMD0342,Bo.Mira.Dillard@dtaa.com,Manager,1,SalesAndMarketing,Sales,RegionalSales,Perry Reese Morton,13063865771
Jaden Alisa Waller,JAW0168,Jaden.Alisa.Waller@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13044406524
Barclay Adrian Weiss,BAW0461,Barclay.Adrian.Weiss@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Bo Mira Dillard,13062600507
Cameron Armando Witt,CAW0771,Cameron.Armando.Witt@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13008819457
Orson Abbot Walker,OAW0299,Orson.Abbot.Walker@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13025560343
Emerald Nomlanga Wilkerson,ENW0086,Emerald.Nomlanga.Wilkerson@dtaa.com,MaterialsEngineer,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13096095701
Jack Nicolas Christensen,JNC0320,Jack.Nicolas.Christensen@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Gisela Kelsie Yates,13060512711
Bevis Dante Mayo,BDM0385,Bevis.Dante.Mayo@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13040289907
Joelle Molly Mccarty,JMM0886,Joelle.Molly.Mccarty@dtaa.com,Scientist,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13069029856
Halee Tallulah Wynn,HTW0794,Halee.Tallulah.Wynn@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13064575729
Sloane Lacey Mcmahon,SLM0993,Sloane.Lacey.Mcmahon@dtaa.com,PurchasingClerk,1,PurchasingAndContracts,Purchasing,,Jayme Adrienne Jarvis,13044560590
Melyssa Deborah Spence,MDS0121,Melyssa.Deborah.Spence@dtaa.com,MechanicalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13063048305
Perry Deacon Harding,PDH0697,Perry.Deacon.Harding@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13029657273
Dean Harper Witt,DHW0130,Dean.Harper.Witt@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13086832535
Rachel Jeanette Levine,RJL0683,Rachel.Jeanette.Levine@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13010070168
Carson Amal Orr,CAO0899,Carson.Amal.Orr@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13014564689
Dane Vladimir Schmidt,DVS0259,Dane.Vladimir.Schmidt@dtaa.com,ComputerScientist,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13099534555
Perry Reese Morton,PRM0153,Perry.Reese.Morton@dtaa.com,Director,1,SalesAndMarketing,Sales,,Jerome Alec Wallace,13020710028
Ivana Cecilia Patton,ICP0596,Ivana.Cecilia.Patton@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13073167990
Holmes Castor Hanson,HCH0981,Holmes.Castor.Hanson@dtaa.com,Engineer,1,Manufacturing,QualityControl,,Suki Ginger Estes,13012310954
Minerva Jocelyn Buckner,MJB0540,Minerva.Jocelyn.Buckner@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13008878370
Chandler Robert Warner,CRW0064,Chandler.Robert.Warner@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13008438838
Karleigh Gemma Morales,KGM0616,Karleigh.Gemma.Morales@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13000896005
Chancellor Rigel William,CRW0908,Chancellor.Rigel.William@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Zelenia Charlotte Lamb,13025261611
Beau Giacomo Chang,BGC0538,Beau.Giacomo.Chang@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13005741353
Yvonne Stacy Jordan,YSJ0565,Yvonne.Stacy.Jordan@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Herrod Len Parker,13024550962
Lucian Rajah Lloyd,LRL0873,Lucian.Rajah.Lloyd@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13054352856
Jaden Lara Higgins,JLH0275,Jaden.Lara.Higgins@dtaa.com,ElectricalEngineer,1,ResearchAndEngineering,Engineering,TestAndEvalualtion,Melissa Ruby Knight,13077454717
Jolie Uta Cummings,JUC0443,Jolie.Uta.Cummings@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13006461887
Levi Keegan Foley,LKF0701,Levi.Keegan.Foley@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13020596843
Cole Dorian Gibbs,CDG0487,Cole.Dorian.Gibbs@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13008925346
Eve Skyler Nelson,ESN0827,Eve.Skyler.Nelson@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13081941122
Lester Thane Johns,LTJ0022,Lester.Thane.Johns@dtaa.com,HumanResourceSpecialist,1,Adminstration,EmployeeRelations,,Ryder Ivan Bowers,13012701016
Joshua Jamal Bowen,JJB0986,Joshua.Jamal.Bowen@dtaa.com,AdministrativeStaff,1,Finance,Payroll,,Fay Tatum Pierce,13061197204
Rinah Kiayada Oconnor,RKO0962,Rinah.Kiayada.Oconnor@dtaa.com,IndustrialEngineer,1,Manufacturing,IndustrialEngineering,,Desiree Claudia Booth,13080776701
Riley Mari Owens,RMO0425,Riley.Mari.Owens@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13020783126
Quamar Otto Padilla,QOP0491,Quamar.Otto.Padilla@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,William Vernon Booth,13075800904
Shannon Iola Frye,SIF0182,Shannon.Iola.Frye@dtaa.com,AdministrativeAssistant,1,PurchasingAndContracts,,,Guy Caesar Finch,13034365941
Darius William Perez,DWP0971,Darius.William.Perez@dtaa.com,ElectricalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13012360483
Kendall Nevada Coffey,KNC0291,Kendall.Nevada.Coffey@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13008032006
Sonia Nerea Love,SNL0096,Sonia.Nerea.Love@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Evan Bevis Colon,13060358795
Howard Connor Sutton,HCS0965,Howard.Connor.Sutton@dtaa.com,ElectricalEngineer,1,Manufacturing,ManufacturingEngineering,,Ann Hannah Dickerson,13011311954
Audra Madonna Tran,AMT0293,Audra.Madonna.Tran@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13092486663
Rhona Paula Hammond,RPH0848,Rhona.Paula.Hammond@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13096613592
Sade Beatrice Day,SBD0434,Sade.Beatrice.Day@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13092473380
Beau Nathan Brown,BNB0938,Beau.Nathan.Brown@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Theodore Upton Barry,13015653920
Alexandra Tanisha Vargas,ATV0292,Alexandra.Tanisha.Vargas@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Nadine Anjolie Gregory,13000539021
Hashim Kasper Woodard,HKW0211,Hashim.Kasper.Woodard@dtaa.com,ITAdmin,1,Adminstration,Security,ElectronicSecurity,Jaquelyn Yoshi Mckinney,13004287330
Matthew Lyle Manning,MLM0885,Matthew.Lyle.Manning@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Kasper Thomas Shelton,13018211623
Rebekah Orla Moreno,ROM0811,Rebekah.Orla.Moreno@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13090218995
Lucius Cullen Gallagher,LCG0665,Lucius.Cullen.Gallagher@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Abraham Perry Reyes,13077710854
Jane Erica Davis,JED0704,Jane.Erica.Davis@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13070827589
Beck Phillip Blevins,BPB0061,Beck.Phillip.Blevins@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Carl Scott Hooper,13026280239
Duncan Ulysses Watts,DUW0537,Duncan.Ulysses.Watts@dtaa.com,ComputerProgrammer,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13091179786
Amos Jermaine Lane,AJL0593,Amos.Jermaine.Lane@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Nicole Maris Valentine,13012657638
Celeste Quintessa Rivera,CQR0391,Celeste.Quintessa.Rivera@dtaa.com,SystemsEngineer,1,ResearchAndEngineering,Engineering,SystemsEngineering,Grady Calvin Morin,13083678840
Camilla Ramona Mcleod,CRM0852,Camilla.Ramona.Mcleod@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Hunter Stephen Slater,13052093946
Benjamin Prescott Elliott,BPE0219,Benjamin.Prescott.Elliott@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Evelyn Xena Santana,13053298525
Garrison Davis Knight,GDK0694,Garrison.Davis.Knight@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13092153594
Dylan Kaden Bonner,DKB0775,Dylan.Kaden.Bonner@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,India Karina Todd,13071511801
Olivia Kylee Castaneda,OKC0525,Olivia.Kylee.Castaneda@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Chava Ursa Dotson,13032813334
Wallace Mannix Deleon,WMD0345,Wallace.Mannix.Deleon@dtaa.com,Physicist,1,ResearchAndEngineering,Research,Lab,Haviva Jada Molina,13098178734
Xanthus Malachi Larson,XML0742,Xanthus.Malachi.Larson@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Porter Hop Livingston,13010960648
Rudyard Davis Barnett,RDB0846,Rudyard.Davis.Barnett@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Dennis Carson Mendoza,13005829684
Guy Lev Parrish,GLP0163,Guy.Lev.Parrish@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Hanna Miranda Lindsay,13012798056
Arden Chaim Cohen,ACC0950,Arden.Chaim.Cohen@dtaa.com,ComputerTrainer,1,Adminstration,Training,,Sharon Montana Barnett,13020204999
Gil Walker Gaines,GWG0024,Gil.Walker.Gaines@dtaa.com,AdministrativeAssistant,1,Adminstration,Training,,Sharon Montana Barnett,13042284592
Quemby Charity Dudley,QCD0718,Quemby.Charity.Dudley@dtaa.com,Salesman,1,SalesAndMarketing,Sales,RegionalSales,Castor Chaim Combs,13076669326
Rina Charissa Bean,RCB0768,Rina.Charissa.Bean@dtaa.com,Mathematician,1,ResearchAndEngineering,Research,Lab,Emmanuel Casey Wiggins,13072159801
Hermione Quynn Cross,HQC0608,Hermione.Quynn.Cross@dtaa.com,Technician,1,SalesAndMarketing,FieldService,RegionalFieldService,Amethyst Suki Norris,13087162328
Cole Thor Manning,CTM0803,Cole.Thor.Manning@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Hector Davis Ellison,13088710550
Burke Reed Haynes,BRH0362,Burke.Reed.Haynes@dtaa.com,SoftwareEngineer,1,ResearchAndEngineering,SoftwareManagement,Software,Odysseus Finn Shepherd,13098917319
Cadman Allen Bailey,CAB0422,Cadman.Allen.Bailey@dtaa.com,ProductionLineWorker,1,Manufacturing,Assembly,AssemblyDept,Brenna Martha Russell,13069739390
Aladdin Mufutau Finch,AMF0083,Aladdin.Mufutau.Finch@dtaa.com,AdministrativeAssistant,1,ResearchAndEngineering,Engineering,MaterialsEngineering,Anastasia Ava Curry,13051973176
